3	1.570796327	1
9	1.570796327	1
15	1.570796327	1
1	1.570796327	1
7	1.570796327	1
13	1.570796327	1
19	1.570796327	1
25	1.570796327	1
11	1.570796327	1
17	1.570796327	1
23	1.570796327	1
3	0	1
7	0	1
11	0	1
5	0	1
9	0	1
13	0	1
17	0	1
21	0	1
15	0	1
19	0	1
23	0	1
2	2.35619449	1
7	2.35619449	1
12	2.35619449	1
17	2.35619449	1
22	2.35619449	1
3	2.35619449	1
8	2.35619449	1
13	2.35619449	1
18	2.35619449	1
23	2.35619449	1
4	2.35619449	1
9	2.35619449	1
14	2.35619449	1
19	2.35619449	1
24	2.35619449	1
6	0.785398163	1
7	0.785398163	1
8	0.785398163	1
9	0.785398163	1
10	0.785398163	1
11	0.785398163	1
12	0.785398163	1
13	0.785398163	1
14	0.785398163	1
15	0.785398163	1
16	0.785398163	1
17	0.785398163	1
18	0.785398163	1
19	0.785398163	1
20	0.785398163	1
