5	0.707106781	0.707106781
5	0.707106781	-0.707106781
9	0.707106781	0.707106781
9	0.707106781	-0.707106781
13	0.707106781	0.707106781
13	0.707106781	-0.707106781
17	0.707106781	0.707106781
17	0.707106781	-0.707106781
21	0.707106781	0.707106781
21	0.707106781	-0.707106781
1	-0.707106781	0.707106781
1	0.707106781	0.707106781
7	-0.707106781	0.707106781
7	0.707106781	0.707106781
13	-0.707106781	0.707106781
13	0.707106781	0.707106781
19	-0.707106781	0.707106781
19	0.707106781	0.707106781
25	-0.707106781	0.707106781
25	0.707106781	0.707106781

