1	2	6
2	3	7
3	4	8
4	5	9
1	6	10
6	2	11
6	11	10
2	7	11
7	3	12
7	12	11
3	8	12
8	4	13
8	13	12
4	9	13
9	14	13
5	14	9
10	11	15
11	12	16
12	13	17
13	14	18
10	15	19
15	11	20
15	20	19
11	16	20
16	12	21
16	21	20
12	17	21
17	13	22
17	22	21
13	18	22
18	23	22
14	23	18
19	20	24
20	21	25
21	22	26
22	23	27
19	24	28
24	20	29
24	29	28
20	25	29
25	21	30
25	30	29
21	26	30
26	22	31
26	31	30
22	27	31
27	32	31
23	32	27
28	29	33
29	30	34
30	31	35
31	32	36
28	33	37
33	29	38
33	38	37
29	34	38
34	30	39
34	39	38
30	35	39
35	31	40
35	40	39
31	36	40
36	41	40
32	41	36
