1	2	19
2	3	20
4	5	22
5	6	23
6	7	24
7	8	25
9	10	27
10	11	28
11	12	29
12	13	30
14	15	32
15	16	33
16	17	34
1	19	18
2	20	19
4	22	21
5	23	22
6	24	23
7	25	24
9	27	26
10	28	27
11	29	28
12	30	29
14	32	31
15	33	32
16	34	33
18	19	36
19	20	37
21	22	39
22	23	40
23	24	41
24	25	42
26	27	44
27	28	45
28	29	46
29	30	47
31	32	49
32	33	50
33	34	51
18	36	35
19	37	36
21	39	38
22	40	39
23	41	40
24	42	41
26	44	43
27	45	44
28	46	45
29	47	46
31	49	48
32	50	49
33	51	50
35	36	53
53	36	37
55	38	39
39	40	56
40	41	57
41	42	58
43	44	60
44	45	61
45	46	62
48	49	64
49	50	65
50	51	66
46	47	69
35	53	52
55	54	38
39	56	55
40	57	56
41	58	57
43	60	59
44	61	60
45	62	61
48	64	63
49	65	64
50	66	65
53	37	67
46	69	62
68	54	55
70	63	64
52	53	72
55	56	74
56	57	75
57	58	76
59	60	78
60	61	79
61	62	80
64	65	82
65	66	83
72	53	67
68	55	73
70	64	81
62	69	86
52	72	71
55	74	73
56	75	74
57	76	75
59	78	77
60	79	78
61	80	79
64	82	81
65	83	82
62	86	80
72	67	84
85	68	73
110	70	81
110	87	70
71	72	95
73	74	101
74	75	102
77	78	103
78	79	104
79	80	105
81	82	111
82	83	112
75	76	113
95	72	84
85	73	100
80	86	106
96	84	88
99	89	85
106	86	90
109	91	87
71	95	94
73	101	100
74	102	101
78	104	103
79	105	104
80	106	105
81	111	110
82	112	111
75	113	102
77	103	114
95	84	96
99	85	100
109	87	110
97	88	92
98	92	89
107	90	93
108	93	91
96	88	97
98	89	99
106	90	107
108	91	109
97	92	98
107	93	108
102	113	115
94	95	118
95	96	119
96	97	120
97	98	121
98	99	122
99	100	123
100	101	124
101	102	125
103	104	127
104	105	128
105	106	129
106	107	130
107	108	131
108	109	132
109	110	133
110	111	134
111	112	135
114	103	126
102	115	125
114	126	116
94	118	117
95	119	118
96	120	119
97	121	120
98	122	121
99	123	122
100	124	123
101	125	124
103	127	126
104	128	127
105	129	128
106	130	129
107	131	130
108	132	131
109	133	132
110	134	133
111	135	134
125	115	147
116	126	149
117	118	139
118	119	140
119	120	141
120	121	142
121	122	143
122	123	144
123	124	145
124	125	146
126	127	150
127	128	151
128	129	152
129	130	153
130	131	154
131	132	155
132	133	156
133	134	157
134	135	158
136	147	115
137	116	148
116	149	148
117	139	138
118	140	139
119	141	140
120	142	141
121	143	142
122	144	143
123	145	144
124	146	145
125	147	146
126	150	149
127	151	150
128	152	151
129	153	152
130	154	153
131	155	154
132	156	155
133	157	156
134	158	157
136	172	147
137	148	176
159	172	136
137	175	160
138	139	163
139	140	164
140	141	165
141	142	166
142	143	167
143	144	168
144	145	169
145	146	170
146	147	171
148	149	177
149	150	178
150	151	179
151	152	180
152	153	181
153	154	182
154	155	183
155	156	184
156	157	185
157	158	186
161	173	159
160	174	161
137	176	175
138	163	162
139	164	163
140	165	164
141	166	165
142	167	166
143	168	167
144	169	168
145	170	169
146	171	170
147	172	171
148	177	176
149	178	177
150	179	178
151	180	179
152	181	180
153	182	181
154	183	182
155	184	183
156	185	184
157	186	185
159	173	172
160	175	174
161	174	173
164	165	187
166	187	165
181	182	188
180	181	191
162	163	194
163	164	195
166	167	196
167	168	197
168	169	198
169	170	199
170	171	200
171	172	201
172	173	202
173	174	203
174	175	204
175	176	205
176	177	206
177	178	207
178	179	208
179	180	209
182	183	210
183	184	211
184	185	212
185	186	213
164	187	189
166	190	187
181	188	191
192	188	182
195	164	189
190	166	196
180	191	209
192	182	210
162	194	193
163	195	194
167	197	196
168	198	197
169	199	198
170	200	199
171	201	200
172	202	201
173	203	202
174	204	203
175	205	204
176	206	205
177	207	206
178	208	207
179	209	208
183	211	210
184	212	211
185	213	212
195	189	214
190	196	215
209	191	216
217	192	210
193	194	219
194	195	220
196	197	222
197	198	223
198	199	224
199	200	225
200	201	226
201	202	227
202	203	228
203	204	229
204	205	230
205	206	231
206	207	232
207	208	233
208	209	234
210	211	236
211	212	237
212	213	238
220	195	214
215	196	221
209	216	234
217	210	235
193	219	218
194	220	219
196	222	221
197	223	222
198	224	223
199	225	224
200	226	225
201	227	226
202	228	227
203	229	228
204	230	229
205	231	230
206	232	231
207	233	232
208	234	233
210	236	235
211	237	236
212	238	237
220	214	239
215	221	240
241	234	216
235	242	217
218	219	246
219	220	247
221	222	251
222	223	252
223	224	253
224	225	254
225	226	255
226	227	256
227	228	257
228	229	258
229	230	259
230	231	260
231	232	261
232	233	262
233	234	263
235	236	267
236	237	268
237	238	269
239	248	220
240	221	250
241	264	234
235	266	242
239	243	248
243	240	249
244	264	241
266	244	242
218	246	245
219	247	246
220	248	247
221	251	250
222	252	251
223	253	252
224	254	253
225	255	254
226	256	255
227	257	256
228	258	257
229	259	258
230	260	259
231	261	260
232	262	261
233	263	262
234	264	263
235	267	266
236	268	267
237	269	268
240	250	249
243	249	248
244	265	264
266	265	244
245	246	271
246	247	272
247	248	273
248	249	274
249	250	275
250	251	276
251	252	277
252	253	278
253	254	279
254	255	280
255	256	281
256	257	282
257	258	283
258	259	284
259	260	285
260	261	286
261	262	287
262	263	288
263	264	289
264	265	290
265	266	291
266	267	292
267	268	293
268	269	294
245	271	270
246	272	271
247	273	272
248	274	273
249	275	274
250	276	275
251	277	276
252	278	277
253	279	278
254	280	279
255	281	280
256	282	281
257	283	282
258	284	283
259	285	284
260	286	285
261	287	286
262	288	287
263	289	288
264	290	289
265	291	290
266	292	291
267	293	292
268	294	293
282	295	281
279	280	296
281	296	280
297	282	283
270	271	299
271	272	300
272	273	301
273	274	302
274	275	303
275	276	304
276	277	305
277	278	306
278	279	307
283	284	308
284	285	309
285	286	310
286	287	311
287	288	312
288	289	313
289	290	314
290	291	315
291	292	316
292	293	317
293	294	318
281	295	296
282	297	295
270	299	298
271	300	299
272	301	300
273	302	301
274	303	302
275	304	303
276	305	304
277	306	305
278	307	306
284	309	308
285	310	309
286	311	310
287	312	311
288	313	312
289	314	313
290	315	314
291	316	315
292	317	316
293	318	317
279	296	319
297	283	320
307	279	319
320	283	308
298	299	322
299	300	323
300	301	324
301	302	325
302	303	326
303	304	327
304	305	328
305	306	329
306	307	330
308	309	332
309	310	333
310	311	334
311	312	335
312	313	336
313	314	337
314	315	338
315	316	339
316	317	340
317	318	341
320	308	331
307	319	342
298	322	321
299	323	322
300	324	323
301	325	324
302	326	325
303	327	326
304	328	327
305	329	328
306	330	329
308	332	331
309	333	332
310	334	333
311	335	334
312	336	335
313	337	336
314	338	337
315	339	338
316	340	339
317	341	340
330	307	342
343	320	331
321	322	345
322	323	346
323	324	347
324	325	348
325	326	349
326	327	350
327	328	351
328	329	352
329	330	353
331	332	355
332	333	356
333	334	357
334	335	358
335	336	359
336	337	360
337	338	361
338	339	362
339	340	363
340	341	364
343	331	354
330	342	365
321	345	344
322	346	345
323	347	346
324	348	347
325	349	348
326	350	349
327	351	350
328	352	351
329	353	352
331	355	354
332	356	355
333	357	356
334	358	357
335	359	358
336	360	359
337	361	360
338	362	361
339	363	362
340	364	363
353	330	365
366	343	354
353	365	367
344	345	370
345	346	371
346	347	372
347	348	373
348	349	374
349	350	375
350	351	376
351	352	377
352	353	378
354	355	381
355	356	382
356	357	383
357	358	384
358	359	385
359	360	386
360	361	387
361	362	388
362	363	389
363	364	390
366	354	380
353	367	379
368	366	380
344	370	369
345	371	370
346	372	371
347	373	372
348	374	373
349	375	374
350	376	375
351	377	376
352	378	377
353	379	378
354	381	380
355	382	381
356	383	382
357	384	383
358	385	384
359	386	385
360	387	386
361	388	387
362	389	388
363	390	389
367	403	379
368	380	406
391	404	367
368	405	391
369	370	393
370	371	394
371	372	395
372	373	396
373	374	397
374	375	398
375	376	399
376	377	400
377	378	401
379	402	378
380	381	407
381	382	408
382	383	409
383	384	410
384	385	411
385	386	412
386	387	413
387	388	414
388	389	415
389	390	416
367	404	403
368	406	405
369	393	392
370	394	393
371	395	394
372	396	395
373	397	396
374	398	397
375	399	398
376	400	399
377	401	400
378	402	401
379	403	402
380	407	406
381	408	407
382	409	408
383	410	409
384	411	410
385	412	411
386	413	412
387	414	413
388	415	414
389	416	415
391	405	404
392	393	418
393	394	419
394	395	420
395	396	421
396	397	422
397	398	423
398	399	424
399	400	425
400	401	426
401	402	427
402	403	428
403	404	429
404	405	430
405	406	431
406	407	432
407	408	433
408	409	434
409	410	435
410	411	436
411	412	437
412	413	438
413	414	439
414	415	440
415	416	441
392	418	417
393	419	418
394	420	419
395	421	420
396	422	421
397	423	422
398	424	423
399	425	424
400	426	425
401	427	426
402	428	427
403	429	428
404	430	429
405	431	430
406	432	431
407	433	432
408	434	433
409	435	434
410	436	435
411	437	436
412	438	437
413	439	438
414	440	439
415	441	440
417	418	443
418	419	444
419	420	445
420	421	446
421	422	447
422	423	448
423	424	449
424	425	450
425	426	451
426	427	452
427	428	453
428	429	454
429	430	455
430	431	456
431	432	457
432	433	458
433	434	459
434	435	460
435	436	461
436	437	462
437	438	463
438	439	464
439	440	465
440	441	466
417	443	442
418	444	443
419	445	444
420	446	445
421	447	446
422	448	447
423	449	448
424	450	449
425	451	450
426	452	451
427	453	452
428	454	453
429	455	454
430	456	455
431	457	456
432	458	457
433	459	458
434	460	459
435	461	460
436	462	461
437	463	462
438	464	463
439	465	464
440	466	465
