0	0
800	0
1600	0
2000	0
5200	0
5600	0
6400	0
7200	0
8000	0
8800	0
9600	0
10400	0
10800	0
11200	0
16800	0
17200	0
17600	0
18400	0
19200	0
20000	0
20800	0
21600	0
22400	0
22800	0
26000	0
26400	0
27200	0
28000	0
1800	200
5400	200
11000	200
17000	200
22600	200
26200	200
400	400
1200	400
1600	400
2000	400
5200	400
5600	400
6000	400
6800	400
7600	400
8400	400
9200	400
10000	400
10800	400
11200	400
16800	400
17200	400
18000	400
18800	400
19600	400
20400	400
21200	400
22000	400
22400	400
22800	400
26000	400
26400	400
26800	400
27600	400
1800	600
5400	600
11000	600
17000	600
22600	600
26200	600
0	800
800	800
1600	800
2000	800
5200	800
5600	800
6400	800
7200	800
8000	800
8800	800
9600	800
10400	800
10800	800
11200	800
16800	800
17200	800
17600	800
18400	800
19200	800
20000	800
20800	800
21600	800
22400	800
22800	800
26000	800
26400	800
27200	800
28000	800
1800	1000
5400	1000
11000	1000
17000	1000
22600	1000
26200	1000
400	1200
1200	1200
1600	1200
2000	1200
5200	1200
5600	1200
6000	1200
6800	1200
7600	1200
8400	1200
9200	1200
10000	1200
10800	1200
11200	1200
16800	1200
17200	1200
18000	1200
18800	1200
19600	1200
20400	1200
21200	1200
22000	1200
22400	1200
22800	1200
26000	1200
26400	1200
26800	1200
27600	1200
1800	1400
5400	1400
11000	1400
17000	1400
22600	1400
26200	1400
0	1600
800	1600
1600	1600
2000	1600
5200	1600
5600	1600
6400	1600
7200	1600
8000	1600
8800	1600
9600	1600
10400	1600
10800	1600
11200	1600
16800	1600
17200	1600
17600	1600
18400	1600
19200	1600
20000	1600
20800	1600
21600	1600
22400	1600
22800	1600
26000	1600
26400	1600
27200	1600
28000	1600
1800	1800
5400	1800
11000	1800
17000	1800
22600	1800
26200	1800
400	2000
1200	2000
1600	2000
2000	2000
5200	2000
5600	2000
6000	2000
6800	2000
7600	2000
8400	2000
9200	2000
10000	2000
10800	2000
11200	2000
16800	2000
17200	2000
18000	2000
18800	2000
19600	2000
20400	2000
21200	2000
22000	2000
22400	2000
22800	2000
26000	2000
26400	2000
26800	2000
27600	2000
1800	2200
5400	2200
11000	2200
17000	2200
22600	2200
26200	2200
0	2400
800	2400
1600	2400
2000	2400
5200	2400
5600	2400
6400	2400
7200	2400
8000	2400
8800	2400
9600	2400
10400	2400
10800	2400
11200	2400
16800	2400
17200	2400
17600	2400
18400	2400
19200	2400
20000	2400
20800	2400
21600	2400
22400	2400
22800	2400
26000	2400
26400	2400
27200	2400
28000	2400
1800	2600
5400	2600
11000	2600
17000	2600
22600	2600
26200	2600
400	2800
1200	2800
1600	2800
2000	2800
5200	2800
5600	2800
6000	2800
6800	2800
7600	2800
8400	2800
9200	2800
10000	2800
10800	2800
11200	2800
16800	2800
17200	2800
18000	2800
18800	2800
19600	2800
20400	2800
21200	2800
22000	2800
22400	2800
22800	2800
26000	2800
26400	2800
26800	2800
27600	2800
1800	3000
5400	3000
11000	3000
17000	3000
22600	3000
26200	3000
0	3200
800	3200
1600	3200
2000	3200
5200	3200
5600	3200
6400	3200
7200	3200
8000	3200
8800	3200
9600	3200
10400	3200
10800	3200
11200	3200
16800	3200
17200	3200
17600	3200
18400	3200
19200	3200
20000	3200
20800	3200
21600	3200
22400	3200
22800	3200
26000	3200
26400	3200
27200	3200
28000	3200
1800	3400
5400	3400
11000	3400
17000	3400
22600	3400
26200	3400
400	3600
1200	3600
1600	3600
2000	3600
5200	3600
5600	3600
6000	3600
6800	3600
7600	3600
8400	3600
9200	3600
10000	3600
10800	3600
11200	3600
16800	3600
17200	3600
18000	3600
18800	3600
19600	3600
20400	3600
21200	3600
22000	3600
22400	3600
22800	3600
26000	3600
26400	3600
26800	3600
27600	3600
1800	3800
5400	3800
11000	3800
17000	3800
