4	1.570796327	1
5	1.570796327	1
6	1.570796327	1
11	1.570796327	1
12	1.570796327	1
13	1.570796327	1
14	1.570796327	1
15	1.570796327	1
22	1.570796327	1
23	1.570796327	1
24	1.570796327	1
25	1.570796327	1
26	1.570796327	1
27	1.570796327	1
28	1.570796327	1
37	1.570796327	1
38	1.570796327	1
39	1.570796327	1
40	1.570796327	1
41	1.570796327	1
42	1.570796327	1
43	1.570796327	1
44	1.570796327	1
45	1.570796327	1
54	1.570796327	1
55	1.570796327	1
56	1.570796327	1
57	1.570796327	1
58	1.570796327	1
59	1.570796327	1
60	1.570796327	1
67	1.570796327	1
68	1.570796327	1
69	1.570796327	1
70	1.570796327	1
71	1.570796327	1
76	1.570796327	1
77	1.570796327	1
78	1.570796327	1
22	0	1
38	0	1
54	0	1
11	0	1
23	0	1
39	0	1
55	0	1
67	0	1
4	0	1
12	0	1
24	0	1
40	0	1
56	0	1
68	0	1
76	0	1
1	0	1
5	0	1
13	0	1
25	0	1
41	0	1
57	0	1
69	0	1
77	0	1
81	0	1
6	0	1
14	0	1
26	0	1
42	0	1
58	0	1
70	0	1
78	0	1
15	0	1
27	0	1
43	0	1
59	0	1
71	0	1
28	0	1
44	0	1
60	0	1
4	2.35619449	1
8	2.35619449	1
13	2.35619449	1
19	2.35619449	1
26	2.35619449	1
34	2.35619449	1
43	2.35619449	1
52	2.35619449	1
60	2.35619449	1
11	2.35619449	1
17	2.35619449	1
24	2.35619449	1
32	2.35619449	1
41	2.35619449	1
50	2.35619449	1
58	2.35619449	1
65	2.35619449	1
71	2.35619449	1
22	2.35619449	1
30	2.35619449	1
39	2.35619449	1
48	2.35619449	1
56	2.35619449	1
63	2.35619449	1
69	2.35619449	1
74	2.35619449	1
78	2.35619449	1
6	0.785398163	1
9	0.785398163	1
13	0.785398163	1
18	0.785398163	1
24	0.785398163	1
31	0.785398163	1
39	0.785398163	1
47	0.785398163	1
54	0.785398163	1
15	0.785398163	1
20	0.785398163	1
26	0.785398163	1
33	0.785398163	1
41	0.785398163	1
49	0.785398163	1
56	0.785398163	1
62	0.785398163	1
67	0.785398163	1
28	0.785398163	1
35	0.785398163	1
43	0.785398163	1
51	0.785398163	1
58	0.785398163	1
64	0.785398163	1
69	0.785398163	1
73	0.785398163	1
76	0.785398163	1
