2	0	1
6	0	1
10	0	1
3	0	1
7	0	1
11	0	1
15	0	1
19	0	1
4	0	1
8	0	1
12	0	1
16	0	1
20	0	1
24	0	1
28	0	1
5	0	1
9	0	1
13	0	1
17	0	1
21	0	1
25	0	1
29	0	1
33	0	1
37	0	1
14	0	1
18	0	1
22	0	1
26	0	1
30	0	1
34	0	1
38	0	1
23	0	1
27	0	1
31	0	1
35	0	1
39	0	1
32	0	1
36	0	1
40	0	1
4	1.570796327	1
9	1.570796327	1
14	1.570796327	1
3	1.570796327	1
8	1.570796327	1
13	1.570796327	1
18	1.570796327	1
23	1.570796327	1
2	1.570796327	1
7	1.570796327	1
12	1.570796327	1
17	1.570796327	1
22	1.570796327	1
27	1.570796327	1
32	1.570796327	1
1	1.570796327	1
6	1.570796327	1
11	1.570796327	1
16	1.570796327	1
21	1.570796327	1
26	1.570796327	1
31	1.570796327	1
36	1.570796327	1
41	1.570796327	1
10	1.570796327	1
15	1.570796327	1
20	1.570796327	1
25	1.570796327	1
30	1.570796327	1
35	1.570796327	1
40	1.570796327	1
19	1.570796327	1
24	1.570796327	1
29	1.570796327	1
34	1.570796327	1
39	1.570796327	1
28	1.570796327	1
33	1.570796327	1
38	1.570796327	1
2	2.35619449	1
11	2.35619449	1
20	2.35619449	1
29	2.35619449	1
38	2.35619449	1
3	2.35619449	1
12	2.35619449	1
21	2.35619449	1
30	2.35619449	1
39	2.35619449	1
4	2.35619449	1
13	2.35619449	1
22	2.35619449	1
31	2.35619449	1
40	2.35619449	1
10	0.785398163	1
11	0.785398163	1
12	0.785398163	1
13	0.785398163	1
14	0.785398163	1
19	0.785398163	1
20	0.785398163	1
21	0.785398163	1
22	0.785398163	1
23	0.785398163	1
28	0.785398163	1
29	0.785398163	1
30	0.785398163	1
31	0.785398163	1
32	0.785398163	1
